sentence_index	paper_id	speaker_id	start_sec	end_sec	duration_sec	source	reference	newv9_hyp	tmv4_hyp	norag_hyp	newv9_chrf	tmv4_chrf	norag_chrf	tmv4_minus_newv9_chrf	norag_minus_newv9_chrf	newv9_words	tmv4_words	norag_words	ref_words	term_map_count	term_map	gold_terms	newv9_adopted	newv9_missed	tmv4_adopted	tmv4_missed	newv9_false_copy_from_term_map	newv9_term_tag_chunks_overlapping_sentence
287	2022.acl-long.110	NA	218.125	223.636	5.511	In our online system, where we predict as we go, the program execution can start earlier.	In unserem Online-System, wo wir im Laufe der Zeit vorhersagen, kann die Programmausführung früher beginnen.	In unserem Offline-System, bei dem wir während des Vorgangs vorhersagen,kann die Programm-Ausf ührung früher beginnen.	In unserem Online-System, bei dem wir während des Laufs vorhersagen, kann die Programmausführung früher beginnen.	In unserem Online-System, bei dem wir während des Fortschreitens vorhersagen, kann die Programmausführung früher beginnen.	94.444	96.296	95.370	1.852	0.926	18	16	16	16	4	online->Online; predicate->Prädikat; system->System; systems->Systemen	Online->Online; system->System	system->System	Online->Online	Online->Online; system->System			1
288	2022.acl-long.110	NA	224.419	234.017	9.598	Here, at the prefix after Obama we predict confidently that the find person function should be in the program, but the rest may contain errors as they are grayed out.	Hier, beim Präfix nach Obama, sagen wir zuversichtlich voraus, dass die Funktion „Person finden“ im Programm sein muss, aber dass der Rest Fehler enthalten kann, da sie ausgegraut sind.	Hier, beim Präfix nach Obama, vorhersagen wir mit Vertrauen, dass die Funktion, die die Person findet, im Programm enthalten sein sollte,aber der Rest könnte Fehler enthalten, da er ausgegraut ist.	Hier, beim Präfix „after Obama“,vorhersagen wir mit Sicherheit , dass die Funktion, die Personen findet, im Programm enthalten sein sollte,aber der Rest könnte Fehler enthalten, da er ausgegraut ist.	Hier, beim Präfix „after Obama“,vorhersagen wir mit Vertrauen , dass die Funktion „find person“ im Programm enthalten sein sollte,aber der Rest könnte Fehler enthalten, da sie ausgegraut sind.	91.892	91.351	90.270	-0.541	-1.622	31	30	29	29	0								0
289	2022.acl-long.110	NA	234.821	238.731	3.910	The execution of the node can be immediately started as a step.	Die Ausführung des Knotens kann sofort als Schritt gestartet werden.	Die Ausführung des Knotens kann sofort gestartet werden.	Die Ausführung des Knotens kann sofort gestartet werden.	Die Ausführung des Knotens kann sofort gestartet werden.	82.353	82.353	82.353	0.000	0.000	8	8	8	10	2	nodes->Knoten; noun->Substantiv							0
290	2022.acl-long.110	NA	239.733	245.960	6.227	Then, with more tokens, we predict a totally new graph, but part of it has already being executed.	Dann, mit mehr Token, prognostizieren wir einen völlig neuen Graphen, aber ein Teil davon wird bereits ausgeführt.	Dann, mit weiteren Token, vorhersagen wir einen völlig neuen Graph, Doch ein Teil davon wird bereits ausgeführt,	Dann, mit weiteren Token, vorhersagen wir einen völlig neuen Graphen, wobei ein Teil bereits ausgeführt	Dann, mit weiteren Token, vorhersagen wir einen völlig neuen Graphen, wobei ein Teil bereits ausgeführt	92.982	87.719	87.719	-5.263	-5.263	17	15	15	17	4	graph->Graph; graphs->Graphen; token->Token; tokens->Token	graph->Graph; tokens->Token	graph->Graph; tokens->Token		graph->Graph; tokens->Token			2
291	2022.acl-long.110	NA	245.982	250.314	4.332	So, we only need to consider the rest of the nodes that we are confident about as well.	Wir müssen also nur den Rest der Knoten betrachten, bei denen wir uns auch sicher sind.	sodass wir nur noch den Rest der Knoten berücksichtigen müssen, bei denen wir ebenfalls Vertrauen haben.Hier, ein	wird, sodass wir nur noch den Rest der Knoten berücksichtigen müssen, bei denen wir sicher sind.Hier, kann eine	wird, sodass wir nur noch den Rest der Knoten berücksichtigen müssen, bei denen wir ebenfalls Vertrauen haben.Hier, ein	97.701	93.103	97.701	-4.598	0.000	18	19	19	16	1	nodes->Knoten	nodes->Knoten	nodes->Knoten		nodes->Knoten			1
292	2022.acl-long.110	NA	250.615	254.058	3.443	Here, another find person can be executed in parallel.	Hier kann wieder „Finde Person“ parallel ausgeführt werden.	weiterer definierte Person kann parallel ausgeführt werden.Wieder	weitere Funktion zum Finden von Personen parallel ausgeführt werden.	weiterer „find person“ kann ausgeführt werden.	91.525	89.831	74.576	-1.695	-16.949	8	9	6	8	1	parallel->parallel	parallel->parallel	parallel->parallel		parallel->parallel			1
293	2022.acl-long.110	NA	254.642	256.949	2.307	Again, we may have wrong predictions.	Auch hier könnten wir falsche Vorhersagen haben.	könnten wir falsche Vorhersagen haben.	Wiederum können wir falsche Vorhersagen haben.	Wiederum, können wir falsche Vorhersagen haben.	79.167	87.500	87.500	8.333	8.333	5	6	6	7	2	parallel->parallel; prediction->Vorhersage							1
294	2022.acl-long.110	NA	257.470	261.233	3.763	With more text, we have more ability to make it right.	Mit mehr Text steigt die Chance, dass wir richtig liegen.	Mit mehr Text haben wir mehr Möglichkeiten, es richtig zu machen.	Mit mehr Text, haben wir mehr Möglichkeiten, es zu korrigieren.	Mit mehr Text, haben wir mehr Möglichkeiten, es zu korrigieren.	85.965	80.702	80.702	-5.263	-5.263	11	10	10	10	4	event->Ereignisses; prediction->Vorhersage; text->Text; texts->Text	text->Text	text->Text		text->Text			2
295	2022.acl-long.110	NA	261.253	266.238	4.985	Such as the event time here where AM is also anticipated correctly.	Zum Beispiel bei der Zeit des Ereignisses, bei der AM auch richtig vorhergesehen wird.	Zum Beispiel die Ereigniszeit hier. Dabei wird auch AM korrekt erwartet.	Zum Beispiel die Ereigniszeit hier, wobei AM ebenfalls korrekt erwartet wurde.	Zum Beispiel die Ereigniszeit hier, wobei AM ebenfalls korrekt erwartet wird.	72.093	76.744	75.581	4.651	3.488	11	11	11	14	1	event->Ereignisses	event->Ereignisses		event->Ereignisses		event->Ereignisses		1
296	2022.acl-long.110	NA	266.800	271.652	4.852	Then, we can start executing the rest following the program dependency structure.	Dann können wir mit der Ausführung des Rests beginnen, indem wir der Abhängigkeitsstruktur des Programms folgen.	Dann können wir mit der Ausführung des Rest beginnen, gemäß der Programm-Abhängigkeiten. Durch Überlappung der	Dann können wir den Rest gemäß der Programmabfolge ausführen. Durch Überlappung der Ausf ührungszeit	Dann können wir mit der Ausführung des Rests gemäß der Programmabhängigkeitsstruktur beginnen. Durch Überlappung	86.607	75.893	86.607	-10.714	0.000	16	14	14	16	3	dependencies->Abhängigkeiten; dependency->Abhängigkeit; structure->Struktur	dependency->Abhängigkeit	dependency->Abhängigkeit			dependency->Abhängigkeit	dependencies->Abhängigkeiten	1
297	2022.acl-long.110	NA	272.333	278.040	5.707	By overlapping the execution timeline with the utterance timeline, we save a big amount of time.	Indem wir die Ausführungszeiten mit den Zeiten der Äußerungen überlappen, sparen wir viel Zeit ein.	Ausführungszeiten mit der Zeitleiste des Autors, um eine große Menge an Zeit zu	mit der Zeitachse des Autors, sparen wir eine große Menge	der Ausführungszeiten mit der Zeitleiste des Benutzers, sparen wir eine große Menge	68.687	52.525	74.747	-16.162	6.061	13	10	12	15	3	dependencies->Abhängigkeiten; dependency->Abhängigkeit; structure->Struktur	utterance->Äußerung		utterance->Äußerung		utterance->Äußerung		1
298	2022.acl-long.110	NA	280.925	284.193	3.268	So we proposed the task of online semantic parsing.	Also haben wir die Aufgabe mit dem semantischen Online-Parsing vorgeschlagen.	sparen. Daher schlagen wir eine Aufgabe des Online-semantischen Parsing vor.	an Zeit. Daher schlagen wir eine Aufgabe des Online-Semantik-Parsing vor, wobei die	an Zeit. Daher schlagen wir eine Aufgabe des Online-Semantik-Parsing vor, wobei die	87.013	88.312	88.312	1.299	1.299	11	14	14	11	5	online->Online; parsing->Parsing; propose->vorzuschlagen; task->Aufgabe; tasks->Aufgaben	Online->Online; parsing->Parsing; task->Aufgabe	Online->Online; parsing->Parsing; task->Aufgabe		Online->Online; parsing->Parsing; task->Aufgabe			3
299	2022.acl-long.110	NA	284.453	289.798	5.345	One underlying assumption is that the execution time dominates the model prediction time.	Eine zugrunde liegende Annahme ist, dass die Ausführungszeit die Vorhersagezeit des Modells dominiert.	Eine zugrunde liegende Annahme ist, dass die Ausführungszeit die Vorhersage-Zeit des Modells übertrifft,	zugrunde liegende Annahme darin besteht, dass die Ausf ührungszeit die Vorhersagezeit des Modells übertrifft	zugrundeliegende Annahme ist , dass die Ausführungszeit die Modellvorhersagezeit dominiert, wir können	93.137	93.137	92.157	0.000	-0.980	14	14	11	13	3	model->Modell; parsing->Parsing; prediction->Vorhersage	model->Modell; prediction->Vorhersage	model->Modell; prediction->Vorhersage		model->Modell; prediction->Vorhersage			1
300	2022.acl-long.110	NA	289.839	293.050	3.211	So we could only gain time by predicting earlier.	Also konnten wir nur Zeit gewinnen, indem wir früher voraussagten.	wir können also nur dann Zeit gewinnen , wenn wir früher vorhersagen.Eine	, sodass wir nur durch frühere Vorhersagen Zeit gewinnen können.Eine	also nur Zeit gewinnen , indem wir früher vorhersagen.Eine	89.394	86.364	83.333	-3.030	-6.061	12	10	9	10	2	model->Modell; prediction->Vorhersage							1
301	2022.acl-long.110	NA	293.231	299.201	5.970	Another assumption is that as the prediction and execution happen in the background, that it is not visible to users.	Eine weitere Annahme ist, dass, wenn die Vorhersage und die Ausführung im Hintergrund stattfinden, sie für Benutzer nicht sichtbar sind.	weitere Annahme ist, dass die Vorhersage und die Ausführung im Hintergrund erfolgen , sodass sie für Benutzer nicht sichtbar sind.	weitere Annahme ist, dass , da Vorhersage und Ausführung im Hintergrund stattfinden , dies für Benutzer nicht sichtbar ist,	weitere Annahme ist, dass die Vorhersage und die Ausführung im Hintergrund stattfinden, dass dies für den Benutzer nicht sichtbar ist.	90.441	88.235	94.118	-2.206	3.676	19	17	20	20	2	prediction->Vorhersage; user->Benutzer	prediction->Vorhersage	prediction->Vorhersage		prediction->Vorhersage			2
302	2022.acl-long.110	NA	299.322	303.353	4.031	It is not necessary to maintain a consistent parsing history.	Es ist nicht notwendig, eine konsistente Parsing-Historie aufzubewahren.	Es ist nicht notwendig, eine konsistente Parsing-Historie aufrechtzuerhalten.	es daher nicht notwendig ist, eine konsistente Analysehistorie zu	Es ist nicht notwendig, eine konsistente Analysehistorie zu	97.222	80.556	77.778	-16.667	-19.444	9	9	8	9	2	parsing->Parsing; user->Benutzer	parsing->Parsing	parsing->Parsing			parsing->Parsing		2
303	2022.acl-long.110	NA	303.493	306.096	2.603	So, we reparse from scratch after each token.	Also parsen wir nach jedem Token von Grund auf neu.	Daher parsen wir von Grund auf, bei	wahren. Daher parsen wir von Grund auf bei jedem Token.	wahren. Daher analysieren wir von jedem Token neu.	58.824	86.275	76.471	27.451	17.647	7	10	8	10	2	token->Token; tokens->Token	token->Token		token->Token	token->Token			1
304	2022.acl-long.110	NA	306.539	309.766	3.227	In particular, we propose a two step approach.	Insbesondere wollen wir einen zweistufigen Ansatz vorschlagen.	jedem Token.Insbesondere,	Insbesondere schlagen wir eine zweistufige Methode vor.Ein	Insbesondere schlagen wir eine zweistufige Methode vor,	30.645	83.871	80.645	53.226	50.000	3	8	7	7	4	approach->Ansatz; propose->vorzuschlagen; token->Token; tokens->Token	approach->Ansatz		approach->Ansatz		approach->Ansatz	token->Token; tokens->Token	2
305	2022.acl-long.110	NA	309.888	319.142	9.254	A proposed step that predicts a graph with complete structure and a select step that selects the nodes that are worth executing at this time.	Wir schlagen einen Schritt vor, bei dem ein Graph mit vollständiger Struktur vorhergesagt wird und einen Schritt, bei dem die Knoten ausgewählt werden, die es zu diesem Zeitpunkt wert sind, ausgeführt zu werden.	Wir schlagen ein zweistufiges Verfahren vor.Ein Ansatz, der einen Graph mit vollständiger Struktur vorhersagt,und einen Auswahlansatz, der die Knoten auswählt, die zu diesem Zeitpunkt auszuführen wert sind.	vorgeschlagener Schritt , der einen Graphen mit vollständiger Struktur vorhersagt,und ein Auswahl-Schritt,der einen Knoten auswählt, der in diesem Moment ausführbar ist.	den Vorschlags-Schritt, der ein Diagramm mit vollständiger Struktur vorhersagt,und einen Auswahl-Schritt,der die Knoten auswählt, die in diesem Moment ausführbar sind.	85.782	76.303	72.986	-9.479	-12.796	29	23	24	33	7	approach->Ansatz; extracting->extrahieren; graph->Graph; graphs->Graphen; nodes->Knoten; propose->vorzuschlagen; structure->Struktur	graph->Graph; nodes->Knoten; structure->Struktur	graph->Graph; nodes->Knoten; structure->Struktur		graph->Graph; nodes->Knoten; structure->Struktur		approach->Ansatz	3
306	2022.acl-long.110	NA	321.145	323.792	2.647	We had two variants of the proposed method.	Wir hatten zwei Varianten der vorgeschlagenen Methode.	Wir haben zwei Varianten des vorgeschlagenen Verfahrens,	Wir haben zwei Varianten der vorgeschlagenen Methode.	Wir haben zwei Varianten der vorgeschlagenen Methode.	87.037	96.296	96.296	9.259	9.259	7	7	7	7	2	method->Methode; propose->vorzuschlagen	method->Methode		method->Methode	method->Methode			0
307	2022.acl-long.110	NA	323.792	329.177	5.385	First approach combines a language model completion with full utterance to graph parsing.	Der erste Ansatz kombiniert eine Sprachmodell-Vervollständigung mit einer vollständigen Äußerung zum Graph-Parsing.	den ersten Ansatz kombiniert ein Sprachmodell mit Äußerungen, um eine vollständige Graph-Parsing	Die erste Ansatz kombiniert ein Sprachmodell mit der Vervollständigung mit vollständigen Äußerungen, um den	Die erste Methode kombiniert ein Sprachmodell mit der Vervollständigung, um das Diagramm	82.609	86.957	70.435	4.348	-12.174	13	14	12	14	10	approach->Ansatz; graph->Graph; language->Sprache; language model->Sprachmodell; method->Methode; parser->Parser; parsing->Parsing; propose->vorzuschlagen; utterance->Äußerung; utterances->Äußerungen	approach->Ansatz; graph->Graph; Language Model->Sprachmodell; parsing->Parsing; utterance->Äußerung	approach->Ansatz; graph->Graph; Language Model->Sprachmodell; parsing->Parsing; utterance->Äußerung		approach->Ansatz; Language Model->Sprachmodell; utterance->Äußerung	graph->Graph; parsing->Parsing	utterances->Äußerungen	4
308	2022.acl-long.110	NA	329.539	339.998	10.459	In particular, the prefix after Obama is first completed through a finetuned BART language model and then translated into a program with full offline parser.	Insbesondere wird das Präfix nach Obama zunächst durch ein fein abgestimmtes BART-Sprachmodell vervollständigt und dann in ein Programm mit vollständigem Offline-Parser übersetzt.	durchzuführen. Insbesondere,Der Präfix „after Obama“ wird zuerst durch ein feingetuntes BART-Sprachmodell vervollständigt, und anschließend in eine vollständige Parser-Programm übersetzt.Der	Graphen zu parsen. Insbesondere,Der Präfix „after Obama“ wird zunächst über ein feinabgestimmtes BART-Sprachmodell vervollständigt, und anschließend in eine vollständige Offline Parser-Programm übersetzt.Die	zu analysieren. InsbesondereDas Präfix nach Obama wird zunächst durch ein feingetuntes BART-Sprachmodell vervollständigt und anschließend in eine Programm mit vollständigem Offline -Parser	91.061	97.207	95.531	6.145	4.469	23	26	23	24	13	approach->Ansatz; bart->BART; finetuning->Feinabstimmung; graph->Graph; language->Sprache; language model->Sprachmodell; language models->Sprachmodelle; masked language model->maskiertes Sprachmodell; model->Modell; parser->Parser; parsing->Parsing; utterance->Äußerung; utterances->Äußerungen	BART->BART; Language Model->Sprachmodell; parser->Parser	BART->BART; Language Model->Sprachmodell; parser->Parser		BART->BART; Language Model->Sprachmodell; parser->Parser			7
